2019-01-17 14:33:39:522,Happy Valley,Demigod,Kit-Kat,Overdose,Snowball,Invincible,Pony,Cinnamon,Roach
2019-01-17 14:33:39:523,Happy Valley,Invincible,Cinnamon,Pony,Snowball,Demigod,Roach,Overdose,Kit-Kat
2019-01-17 14:33:39:523,Happy Valley,Pony,Cinnamon,Snowball,Overdose,Demigod,Invincible,Roach,Kit-Kat
2019-01-17 14:33:39:524,Happy Valley,Demigod,Overdose,Snowball,Cinnamon,Pony,Invincible,Roach,Kit-Kat
2019-01-17 14:33:39:525,Happy Valley,Invincible,Kit-Kat,Roach,Demigod,Pony,Overdose,Cinnamon,Snowball
2019-01-17 14:33:39:525,Happy Valley,Demigod,Snowball,Roach,Invincible,Pony,Overdose,Kit-Kat,Cinnamon
2019-01-17 14:33:39:526,Happy Valley,Demigod,Kit-Kat,Pony,Invincible,Overdose,Snowball,Cinnamon,Roach
2019-01-17 14:33:39:527,Happy Valley,Pony,Invincible,Kit-Kat,Snowball,Demigod,Overdose,Roach,Cinnamon
2019-01-17 14:33:39:527,Happy Valley,Snowball,Pony,Invincible,Roach,Cinnamon,Kit-Kat,Overdose,Demigod
2019-01-17 14:33:39:528,Happy Valley,Kit-Kat,Pony,Roach,Snowball,Demigod,Invincible,Cinnamon,Overdose
2019-01-17 14:33:39:529,Happy Valley,Roach,Kit-Kat,Overdose,Snowball,Demigod,Cinnamon,Pony,Invincible
2019-01-17 14:33:39:530,Happy Valley,Overdose,Cinnamon,Kit-Kat,Invincible,Pony,Demigod,Snowball,Roach
2019-01-17 14:33:39:532,Happy Valley,Snowball,Cinnamon,Invincible,Kit-Kat,Demigod,Pony,Roach,Overdose
2019-01-17 14:33:39:533,Happy Valley,Demigod,Kit-Kat,Invincible,Roach,Overdose,Pony,Snowball,Cinnamon
2019-01-17 14:33:39:534,Happy Valley,Overdose,Pony,Demigod,Invincible,Kit-Kat,Snowball,Cinnamon,Roach
2019-01-17 14:33:39:535,Happy Valley,Cinnamon,Demigod,Snowball,Kit-Kat,Pony,Invincible,Overdose,Roach
2019-01-17 14:33:39:536,Happy Valley,Roach,Snowball,Cinnamon,Kit-Kat,Pony,Overdose,Invincible,Demigod
2019-01-17 14:33:39:537,Happy Valley,Demigod,Cinnamon,Overdose,Invincible,Snowball,Kit-Kat,Pony,Roach
2019-01-17 14:33:39:538,Happy Valley,Cinnamon,Roach,Overdose,Invincible,Snowball,Pony,Kit-Kat,Demigod
2019-01-17 14:33:39:539,Happy Valley,Roach,Overdose,Snowball,Invincible,Cinnamon,Demigod,Pony,Kit-Kat
2019-01-17 14:33:39:540,Happy Valley,Snowball,Roach,Invincible,Pony,Demigod,Kit-Kat,Cinnamon,Overdose
2019-01-17 14:33:39:541,Happy Valley,Pony,Invincible,Roach,Kit-Kat,Snowball,Cinnamon,Demigod,Overdose
2019-01-17 14:33:39:542,Happy Valley,Kit-Kat,Cinnamon,Snowball,Invincible,Overdose,Demigod,Roach,Pony
2019-01-17 14:33:39:543,Happy Valley,Cinnamon,Roach,Invincible,Snowball,Overdose,Kit-Kat,Demigod,Pony
2019-01-17 14:33:39:544,Happy Valley,Snowball,Roach,Cinnamon,Overdose,Pony,Invincible,Kit-Kat,Demigod
2019-01-17 14:33:39:545,Happy Valley,Invincible,Pony,Overdose,Kit-Kat,Snowball,Cinnamon,Roach,Demigod
2019-01-17 14:33:39:546,Happy Valley,Invincible,Cinnamon,Kit-Kat,Roach,Demigod,Snowball,Overdose,Pony
2019-01-17 14:33:39:547,Happy Valley,Roach,Demigod,Overdose,Cinnamon,Kit-Kat,Pony,Snowball,Invincible
2019-01-17 14:33:39:548,Happy Valley,Cinnamon,Invincible,Overdose,Snowball,Pony,Demigod,Roach,Kit-Kat
2019-01-17 14:33:39:549,Happy Valley,Demigod,Snowball,Roach,Invincible,Overdose,Pony,Cinnamon,Kit-Kat
2019-01-17 14:33:39:550,Happy Valley,Pony,Cinnamon,Roach,Snowball,Overdose,Kit-Kat,Invincible,Demigod
2019-01-17 14:33:39:551,Happy Valley,Kit-Kat,Overdose,Demigod,Pony,Snowball,Cinnamon,Roach,Invincible
2019-01-17 14:33:39:552,Happy Valley,Snowball,Cinnamon,Demigod,Kit-Kat,Invincible,Overdose,Roach,Pony
2019-01-17 14:33:39:553,Happy Valley,Roach,Cinnamon,Overdose,Pony,Kit-Kat,Demigod,Snowball,Invincible
2019-01-17 14:33:39:554,Happy Valley,Cinnamon,Demigod,Overdose,Pony,Invincible,Kit-Kat,Roach,Snowball
2019-01-17 14:33:39:555,Happy Valley,Kit-Kat,Cinnamon,Snowball,Pony,Demigod,Invincible,Overdose,Roach
2019-01-17 14:33:39:556,Happy Valley,Snowball,Cinnamon,Pony,Invincible,Roach,Kit-Kat,Demigod,Overdose
2019-01-17 14:33:39:557,Happy Valley,Pony,Snowball,Invincible,Roach,Overdose,Kit-Kat,Cinnamon,Demigod
2019-01-17 14:33:39:557,Happy Valley,Roach,Snowball,Overdose,Invincible,Kit-Kat,Pony,Cinnamon,Demigod
2019-01-17 14:33:39:558,Happy Valley,Cinnamon,Demigod,Overdose,Kit-Kat,Snowball,Invincible,Roach,Pony
2019-01-17 14:33:39:559,Happy Valley,Roach,Pony,Demigod,Cinnamon,Overdose,Kit-Kat,Invincible,Snowball
2019-01-17 14:33:39:560,Happy Valley,Kit-Kat,Cinnamon,Overdose,Demigod,Invincible,Snowball,Roach,Pony
2019-01-17 14:33:39:561,Happy Valley,Cinnamon,Demigod,Pony,Overdose,Roach,Invincible,Kit-Kat,Snowball
2019-01-17 14:33:39:562,Happy Valley,Cinnamon,Snowball,Demigod,Pony,Invincible,Overdose,Roach,Kit-Kat
2019-01-17 14:33:39:562,Happy Valley,Pony,Kit-Kat,Cinnamon,Snowball,Roach,Invincible,Overdose,Demigod
2019-01-17 14:33:39:563,Happy Valley,Roach,Invincible,Overdose,Snowball,Cinnamon,Pony,Demigod,Kit-Kat
2019-01-17 14:33:39:564,Happy Valley,Pony,Cinnamon,Demigod,Roach,Overdose,Invincible,Snowball,Kit-Kat
2019-01-17 14:33:39:565,Happy Valley,Pony,Roach,Kit-Kat,Snowball,Invincible,Cinnamon,Overdose,Demigod
2019-01-17 14:33:39:566,Happy Valley,Cinnamon,Pony,Invincible,Kit-Kat,Snowball,Demigod,Overdose,Roach
2019-01-17 14:33:39:567,Happy Valley,Snowball,Roach,Kit-Kat,Overdose,Cinnamon,Demigod,Invincible,Pony
2019-01-17 14:33:39:567,Happy Valley,Invincible,Cinnamon,Overdose,Demigod,Pony,Roach,Snowball,Kit-Kat
2019-01-17 14:33:39:568,Happy Valley,Snowball,Overdose,Pony,Cinnamon,Roach,Invincible,Kit-Kat,Demigod
2019-01-17 14:33:39:569,Happy Valley,Roach,Kit-Kat,Invincible,Pony,Cinnamon,Overdose,Demigod,Snowball
2019-01-17 14:33:39:570,Happy Valley,Demigod,Snowball,Roach,Invincible,Kit-Kat,Overdose,Cinnamon,Pony
2019-01-17 14:33:39:571,Happy Valley,Cinnamon,Roach,Pony,Demigod,Invincible,Snowball,Overdose,Kit-Kat
2019-01-17 14:33:39:571,Happy Valley,Roach,Kit-Kat,Snowball,Demigod,Cinnamon,Pony,Overdose,Invincible
2019-01-17 14:33:39:572,Happy Valley,Pony,Snowball,Kit-Kat,Cinnamon,Demigod,Overdose,Invincible,Roach
2019-01-17 14:33:39:573,Happy Valley,Kit-Kat,Pony,Overdose,Cinnamon,Invincible,Roach,Snowball,Demigod
2019-01-17 14:33:39:581,Happy Valley,Pony,Invincible,Kit-Kat,Cinnamon,Demigod,Snowball,Overdose,Roach
2019-01-17 14:33:39:582,Happy Valley,Invincible,Roach,Overdose,Demigod,Snowball,Pony,Cinnamon,Kit-Kat
2019-01-17 14:33:39:583,Happy Valley,Pony,Roach,Overdose,Invincible,Cinnamon,Snowball,Demigod,Kit-Kat
2019-01-17 14:33:39:583,Happy Valley,Kit-Kat,Roach,Cinnamon,Snowball,Pony,Overdose,Demigod,Invincible
2019-01-17 14:33:39:584,Happy Valley,Snowball,Roach,Demigod,Invincible,Overdose,Pony,Kit-Kat,Cinnamon
2019-01-17 14:33:39:585,Happy Valley,Snowball,Invincible,Demigod,Overdose,Pony,Roach,Kit-Kat,Cinnamon
2019-01-17 14:33:39:586,Happy Valley,Pony,Kit-Kat,Cinnamon,Overdose,Invincible,Snowball,Demigod,Roach
2019-01-17 14:33:39:586,Happy Valley,Overdose,Pony,Kit-Kat,Invincible,Demigod,Cinnamon,Roach,Snowball
2019-01-17 14:33:39:587,Happy Valley,Cinnamon,Pony,Roach,Kit-Kat,Snowball,Demigod,Invincible,Overdose
2019-01-17 14:33:39:588,Happy Valley,Roach,Pony,Invincible,Overdose,Kit-Kat,Snowball,Demigod,Cinnamon
2019-01-17 14:33:39:589,Happy Valley,Snowball,Pony,Cinnamon,Overdose,Demigod,Invincible,Kit-Kat,Roach
2019-01-17 14:33:39:589,Happy Valley,Overdose,Invincible,Kit-Kat,Demigod,Roach,Cinnamon,Snowball,Pony
2019-01-17 14:33:39:589,Happy Valley,Pony,Roach,Snowball,Demigod,Kit-Kat,Cinnamon,Invincible,Overdose
2019-01-17 14:33:39:590,Happy Valley,Cinnamon,Invincible,Demigod,Pony,Overdose,Roach,Snowball,Kit-Kat
2019-01-17 14:33:39:590,Happy Valley,Pony,Roach,Overdose,Invincible,Snowball,Demigod,Kit-Kat,Cinnamon
2019-01-17 14:33:39:591,Happy Valley,Cinnamon,Roach,Pony,Snowball,Invincible,Demigod,Overdose,Kit-Kat
2019-01-17 14:33:39:591,Happy Valley,Kit-Kat,Cinnamon,Pony,Overdose,Roach,Demigod,Invincible,Snowball
2019-01-17 14:33:39:592,Happy Valley,Pony,Demigod,Overdose,Invincible,Cinnamon,Snowball,Roach,Kit-Kat
2019-01-17 14:33:39:593,Happy Valley,Pony,Snowball,Cinnamon,Overdose,Invincible,Kit-Kat,Demigod,Roach
2019-01-17 14:33:39:594,Happy Valley,Demigod,Pony,Overdose,Kit-Kat,Roach,Cinnamon,Invincible,Snowball
2019-01-17 14:33:39:594,Happy Valley,Invincible,Roach,Overdose,Demigod,Pony,Cinnamon,Kit-Kat,Snowball
2019-01-17 14:33:39:595,Happy Valley,Overdose,Kit-Kat,Snowball,Roach,Pony,Cinnamon,Demigod,Invincible
2019-01-17 14:33:39:596,Happy Valley,Overdose,Kit-Kat,Snowball,Demigod,Roach,Pony,Cinnamon,Invincible
2019-01-17 14:33:39:597,Happy Valley,Snowball,Invincible,Pony,Roach,Overdose,Demigod,Kit-Kat,Cinnamon
2019-01-17 14:33:39:598,Happy Valley,Overdose,Kit-Kat,Snowball,Pony,Demigod,Invincible,Roach,Cinnamon
2019-01-17 14:33:39:598,Happy Valley,Overdose,Invincible,Snowball,Kit-Kat,Roach,Pony,Cinnamon,Demigod
2019-01-17 14:33:39:599,Happy Valley,Kit-Kat,Snowball,Cinnamon,Invincible,Demigod,Pony,Overdose,Roach
2019-01-17 14:33:39:599,Happy Valley,Roach,Snowball,Demigod,Kit-Kat,Invincible,Pony,Overdose,Cinnamon
2019-01-17 14:33:39:600,Happy Valley,Overdose,Demigod,Cinnamon,Invincible,Pony,Snowball,Kit-Kat,Roach
2019-01-17 14:33:39:601,Happy Valley,Snowball,Demigod,Overdose,Pony,Invincible,Kit-Kat,Cinnamon,Roach
2019-01-17 14:33:39:601,Happy Valley,Overdose,Pony,Snowball,Roach,Invincible,Kit-Kat,Demigod,Cinnamon
2019-01-17 14:33:39:602,Happy Valley,Overdose,Invincible,Demigod,Snowball,Pony,Roach,Kit-Kat,Cinnamon
2019-01-17 14:33:39:603,Happy Valley,Pony,Invincible,Snowball,Cinnamon,Kit-Kat,Roach,Demigod,Overdose
2019-01-17 14:33:39:603,Happy Valley,Kit-Kat,Pony,Roach,Overdose,Snowball,Cinnamon,Demigod,Invincible
2019-01-17 14:33:39:603,Happy Valley,Demigod,Cinnamon,Pony,Snowball,Invincible,Roach,Overdose,Kit-Kat
2019-01-17 14:33:39:604,Happy Valley,Roach,Pony,Demigod,Kit-Kat,Overdose,Invincible,Snowball,Cinnamon
2019-01-17 14:33:39:605,Happy Valley,Invincible,Cinnamon,Demigod,Roach,Snowball,Kit-Kat,Pony,Overdose
2019-01-17 14:33:39:605,Happy Valley,Invincible,Snowball,Overdose,Pony,Roach,Kit-Kat,Demigod,Cinnamon
2019-01-17 14:33:39:606,Happy Valley,Overdose,Roach,Kit-Kat,Demigod,Snowball,Pony,Invincible,Cinnamon
2019-01-17 14:33:39:606,Happy Valley,Overdose,Invincible,Roach,Cinnamon,Demigod,Pony,Snowball,Kit-Kat
2019-01-17 14:33:39:607,Happy Valley,Pony,Kit-Kat,Demigod,Cinnamon,Invincible,Snowball,Roach,Overdose
2019-01-17 14:33:39:608,Happy Valley,Demigod,Cinnamon,Overdose,Snowball,Invincible,Roach,Pony,Kit-Kat
2019-01-17 14:33:39:608,Happy Valley,Demigod,Cinnamon,Overdose,Pony,Roach,Invincible,Kit-Kat,Snowball
2019-01-17 14:33:39:609,Happy Valley,Kit-Kat,Snowball,Overdose,Roach,Invincible,Pony,Demigod,Cinnamon
2019-01-17 14:33:39:609,Happy Valley,Cinnamon,Invincible,Pony,Demigod,Roach,Overdose,Snowball,Kit-Kat
2019-01-17 14:33:39:610,Happy Valley,Overdose,Demigod,Cinnamon,Snowball,Roach,Invincible,Kit-Kat,Pony
2019-01-17 14:33:39:610,Happy Valley,Invincible,Snowball,Overdose,Demigod,Cinnamon,Roach,Kit-Kat,Pony
2019-01-17 14:33:39:611,Happy Valley,Pony,Snowball,Demigod,Invincible,Overdose,Kit-Kat,Roach,Cinnamon
2019-01-17 14:33:39:611,Happy Valley,Invincible,Snowball,Roach,Pony,Overdose,Kit-Kat,Demigod,Cinnamon
2019-01-17 14:33:39:612,Happy Valley,Invincible,Snowball,Kit-Kat,Pony,Roach,Cinnamon,Overdose,Demigod
2019-01-17 14:33:39:613,Happy Valley,Pony,Snowball,Kit-Kat,Overdose,Demigod,Invincible,Roach,Cinnamon
2019-01-17 14:33:39:613,Happy Valley,Cinnamon,Roach,Pony,Kit-Kat,Snowball,Invincible,Demigod,Overdose
2019-01-17 14:33:39:614,Happy Valley,Invincible,Demigod,Roach,Pony,Kit-Kat,Snowball,Overdose,Cinnamon
2019-01-17 14:33:39:615,Happy Valley,Kit-Kat,Invincible,Roach,Pony,Overdose,Snowball,Cinnamon,Demigod
2019-01-17 14:33:39:615,Happy Valley,Pony,Overdose,Demigod,Roach,Cinnamon,Kit-Kat,Invincible,Snowball
2019-01-17 14:33:39:616,Happy Valley,Pony,Cinnamon,Overdose,Kit-Kat,Demigod,Roach,Snowball,Invincible
2019-01-17 14:33:39:617,Happy Valley,Pony,Roach,Snowball,Demigod,Overdose,Kit-Kat,Invincible,Cinnamon
2019-01-17 14:33:39:617,Happy Valley,Kit-Kat,Roach,Cinnamon,Invincible,Overdose,Snowball,Demigod,Pony
2019-01-17 14:33:39:618,Happy Valley,Pony,Demigod,Invincible,Cinnamon,Roach,Snowball,Kit-Kat,Overdose
2019-01-17 14:33:39:618,Happy Valley,Kit-Kat,Pony,Cinnamon,Roach,Demigod,Overdose,Invincible,Snowball
2019-01-17 14:33:39:619,Happy Valley,Roach,Snowball,Pony,Cinnamon,Invincible,Kit-Kat,Demigod,Overdose
2019-01-17 14:33:39:619,Happy Valley,Invincible,Snowball,Roach,Overdose,Cinnamon,Demigod,Pony,Kit-Kat
2019-01-17 14:33:39:620,Happy Valley,Pony,Snowball,Overdose,Invincible,Cinnamon,Demigod,Roach,Kit-Kat
2019-01-17 14:33:39:620,Happy Valley,Overdose,Demigod,Pony,Invincible,Snowball,Cinnamon,Roach,Kit-Kat
2019-01-17 14:33:39:621,Happy Valley,Demigod,Snowball,Roach,Invincible,Cinnamon,Overdose,Pony,Kit-Kat
2019-01-17 14:33:39:622,Happy Valley,Snowball,Demigod,Pony,Invincible,Overdose,Cinnamon,Kit-Kat,Roach
2019-01-17 14:33:39:622,Happy Valley,Invincible,Kit-Kat,Cinnamon,Pony,Snowball,Roach,Overdose,Demigod
2019-01-17 14:33:39:623,Happy Valley,Invincible,Demigod,Snowball,Cinnamon,Roach,Pony,Kit-Kat,Overdose
2019-01-17 14:33:39:623,Happy Valley,Invincible,Demigod,Kit-Kat,Snowball,Cinnamon,Pony,Roach,Overdose
2019-01-17 14:33:39:624,Happy Valley,Cinnamon,Overdose,Roach,Pony,Snowball,Demigod,Invincible,Kit-Kat
2019-01-17 14:33:39:624,Happy Valley,Kit-Kat,Overdose,Pony,Demigod,Invincible,Roach,Snowball,Cinnamon
2019-01-17 14:33:39:625,Happy Valley,Kit-Kat,Snowball,Pony,Demigod,Cinnamon,Invincible,Overdose,Roach
2019-01-17 14:33:39:625,Happy Valley,Invincible,Cinnamon,Roach,Snowball,Pony,Kit-Kat,Overdose,Demigod
2019-01-17 14:33:39:626,Happy Valley,Snowball,Cinnamon,Demigod,Invincible,Overdose,Kit-Kat,Pony,Roach
2019-01-17 14:33:39:627,Happy Valley,Kit-Kat,Pony,Demigod,Cinnamon,Snowball,Overdose,Roach,Invincible
2019-01-17 14:33:39:627,Happy Valley,Pony,Roach,Invincible,Cinnamon,Demigod,Snowball,Overdose,Kit-Kat
2019-01-17 14:33:39:628,Happy Valley,Invincible,Pony,Overdose,Roach,Snowball,Cinnamon,Kit-Kat,Demigod
2019-01-17 14:33:39:628,Happy Valley,Snowball,Kit-Kat,Overdose,Roach,Demigod,Cinnamon,Invincible,Pony
2019-01-17 14:33:39:629,Happy Valley,Pony,Snowball,Roach,Cinnamon,Overdose,Kit-Kat,Demigod,Invincible
2019-01-17 14:33:39:629,Happy Valley,Roach,Demigod,Invincible,Snowball,Kit-Kat,Pony,Cinnamon,Overdose
2019-01-17 14:33:39:630,Happy Valley,Snowball,Demigod,Pony,Overdose,Invincible,Cinnamon,Roach,Kit-Kat
2019-01-17 14:33:39:630,Happy Valley,Pony,Cinnamon,Demigod,Snowball,Kit-Kat,Overdose,Roach,Invincible
2019-01-17 14:33:39:630,Happy Valley,Cinnamon,Pony,Demigod,Kit-Kat,Snowball,Invincible,Overdose,Roach
2019-01-17 14:33:39:631,Happy Valley,Demigod,Cinnamon,Invincible,Pony,Kit-Kat,Snowball,Overdose,Roach
2019-01-17 14:33:39:631,Happy Valley,Pony,Kit-Kat,Demigod,Roach,Cinnamon,Overdose,Invincible,Snowball
2019-01-17 14:33:39:632,Happy Valley,Kit-Kat,Demigod,Invincible,Overdose,Roach,Cinnamon,Pony,Snowball
2019-01-17 14:33:39:632,Happy Valley,Invincible,Pony,Overdose,Demigod,Snowball,Kit-Kat,Roach,Cinnamon
2019-01-17 14:33:39:633,Happy Valley,Demigod,Invincible,Kit-Kat,Cinnamon,Snowball,Pony,Roach,Overdose
2019-01-17 14:33:39:633,Happy Valley,Pony,Demigod,Kit-Kat,Cinnamon,Roach,Invincible,Snowball,Overdose
2019-01-17 14:33:39:634,Happy Valley,Kit-Kat,Invincible,Pony,Demigod,Overdose,Snowball,Cinnamon,Roach
2019-01-17 14:33:39:634,Happy Valley,Kit-Kat,Roach,Demigod,Cinnamon,Invincible,Pony,Overdose,Snowball
2019-01-17 14:33:39:635,Happy Valley,Overdose,Snowball,Pony,Demigod,Kit-Kat,Roach,Invincible,Cinnamon
2019-01-17 14:33:39:635,Happy Valley,Invincible,Overdose,Roach,Demigod,Cinnamon,Pony,Snowball,Kit-Kat
2019-01-17 14:33:39:636,Happy Valley,Pony,Invincible,Cinnamon,Demigod,Roach,Kit-Kat,Overdose,Snowball
2019-01-17 14:33:39:636,Happy Valley,Cinnamon,Snowball,Invincible,Kit-Kat,Overdose,Pony,Roach,Demigod
2019-01-17 14:33:39:637,Happy Valley,Snowball,Demigod,Roach,Invincible,Overdose,Pony,Cinnamon,Kit-Kat
2019-01-17 14:33:39:637,Happy Valley,Demigod,Cinnamon,Kit-Kat,Invincible,Snowball,Pony,Roach,Overdose
2019-01-17 14:33:39:638,Happy Valley,Cinnamon,Demigod,Overdose,Kit-Kat,Snowball,Invincible,Roach,Pony
2019-01-17 14:33:39:638,Happy Valley,Pony,Cinnamon,Demigod,Roach,Snowball,Overdose,Invincible,Kit-Kat
2019-01-17 14:33:39:638,Happy Valley,Kit-Kat,Cinnamon,Demigod,Invincible,Snowball,Roach,Overdose,Pony
2019-01-17 14:33:39:639,Happy Valley,Invincible,Kit-Kat,Demigod,Overdose,Pony,Cinnamon,Snowball,Roach
2019-01-17 14:33:39:639,Happy Valley,Kit-Kat,Overdose,Roach,Pony,Cinnamon,Invincible,Snowball,Demigod
2019-01-17 14:33:39:639,Happy Valley,Snowball,Kit-Kat,Cinnamon,Overdose,Invincible,Roach,Pony,Demigod
2019-01-17 14:33:39:639,Happy Valley,Cinnamon,Invincible,Snowball,Pony,Kit-Kat,Roach,Demigod,Overdose
2019-01-17 14:33:39:640,Happy Valley,Invincible,Demigod,Cinnamon,Kit-Kat,Pony,Roach,Snowball,Overdose
2019-01-17 14:33:39:640,Happy Valley,Demigod,Cinnamon,Invincible,Roach,Snowball,Overdose,Pony,Kit-Kat
2019-01-17 14:33:39:640,Happy Valley,Demigod,Cinnamon,Invincible,Roach,Pony,Overdose,Snowball,Kit-Kat
2019-01-17 14:33:39:641,Happy Valley,Demigod,Pony,Snowball,Invincible,Overdose,Kit-Kat,Cinnamon,Roach
2019-01-17 14:33:39:641,Happy Valley,Roach,Overdose,Kit-Kat,Demigod,Cinnamon,Invincible,Pony,Snowball
